SMILES	odor
CC1CCC(CC2=C1CCC2C)C(C)(C)OC(=O)C	tearose
CC1CCC(CC2=C1CCC2C)C(C)(C)OC(=O)C	woody
CC1CCC(CC2=C1CCC2C)C(C)(C)OC(=O)C	spicy
CC1CCC(CC2=C1CCC2C)C(C)(C)OC(=O)C	green
CC1CCC(CC2=C1CCC2C)C(C)(C)OC(=O)C	fatty
CC1CCC(CC2=C1CCC2C)C(C)(C)OC(=O)C	balsamic
CC1CCC(CC2=C1CCC2C)C(C)(C)OC(=O)C	rose
CC1CCC(OC(=O)C1)C(C)C	caramel
CC1CCC(OC(=O)C1)C(C)C	maple
CC1CCC(OC(=O)C1)C(C)C	brown
CC1CCC(OC(=O)C1)C(C)C	sugar
CC1CCC(OC(=O)C1)C(C)C	molasses
CC1CCC=C(C12CCC(C2)C(C)(C)O)C	spicy
CC1CCC=C(C12CCC(C2)C(C)(C)O)C	pepper
CC1CCC=C(C12CCC(C2)C(C)(C)O)C	woody
CC1CCC=C2C1(CC(CC2)C(=C)C)C	grapefruit
CC1CCC=C2C1(CC(CC2)C(=C)C)C	green
CC1CCC=C2C1(CC(CC2)C(=C)C)C	oily
CC1CCC=C2C1(CC(CC2)C(=C)C)C	sweet
CC1CCC=C2C1(CC(CC2)C(=C)C)C	fresh
CC1CCC=C2C1(CC(CC2)C(=C)C)C	citrus
CC1CCC=C2C1(CC(CC2)C(=C)C)C	woody
CC1CCC=C2C1(CC(CC2)C(=C)C)C	orange
CC1CCC=C2C1(CC(CC2)C(=C)C)C	sweet
CC1CCC=C2C1(CC(CC2)C(=C)C)C	citrus
CC1CCC=C2C1(CC(CC2)C(=C)C)C	grapefruit
CC1CCC=C2C1(CC(CC2)C(=C)C)C	woody
CC1CCC=C2C1(CC(CC2)C(=C)C)C	orange
CC1CCC=C2C1(CC(CC2)C(=C)C)C	green
CC1CCC=C2C1(CC(CC2)C(=C)C)C	oily
CC1CCC=C2C1(CC(CC2)C(=C)C)C	fresh
CC1CCC=C2C1(CC(CC2)C(=C)C)C	dry
CC1CCC=CC1	citrus
CC1CCC2(C(=CCCC2(C1OC=O)C)C)C	woody
CC1CCC2(C(=CCCC2(C1OC=O)C)C)C	amber
CC1CCC2(C(=CCCC2(C1OC=O)C)C)C	dusty
CC1CCC2(C(=CCCC2(C1OC=O)C)C)C	powdery
CC1CCC2(C(=CCCC2(C1OC=O)C)C)C	dry
CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O	earthy
CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O	camphoraceous
CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O	powdery
CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O	woody
CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O	patchouli
CC1CCC2(CC1)CCC(=O)O2	lactonic
CC1CCC2(CC1)CCC(=O)O2	coconut
CC1CCC2(CC1)CCC(=O)O2	tropical
CC1CCC2(CC1)CCC(=O)O2	creamy
CC1CCC2(CC1)CCC(=O)O2	coumarinic
CC1CCC2(CC1)CCC(=O)O2	dairy
CC1CCC2(CC1)CCC(=O)O2	plum
CC1CCC2(O1)C(=C)C=CCC2(C)C	floral
CC1CCC2(O1)C(=C)C=CCC2(C)C	fruity
CC1CCC2(O1)C(=C)C=CCC2(C)C	earthy
CC1CCC2(O1)C(=C)C=CCC2(C)C	woody
CC1CCC2(O1)C(=C)C=CCC2(C)C	green
CC1CCC2(O1)C(=C)C=CCC2(C)C	chrysanthemum
CC1CCC2(O1)C(=C)C=CCC2(C)C	winey
CC1CCC2(O1)C(=CCCC2(C)C)C	berry
CC1CCC2(O1)C(=CCCC2(C)C)C	green
CC1CCC2(O1)C(=CCCC2(C)C)C	woody
CC1CCC2(O1)C(=CCCC2(C)C)C	minty
CC1CCC2(O1)C(=CCCC2(C)C)C	vanilla
CC1CCC2(O1)C(=CCCC2(C)C)C	winey
CC1CCC2(O1)C(=CCCC2(C)C)C	herbaceous
CC1CCC2(O1)C(=CCCC2(C)C)C	tobacco
CC1CCC2(O1)C(=CCCC2(C)C)C	leafy
CC1CCC2(O1)C(=CCCC2(C)C)C	metallic
CC1CCC2(O1)C(=CCCC2(C)C)C	spicy
CC1CCC2(O1)C(=CCCC2(C)C)C	tea
CC1CCC2(O1)C(=CCCC2(C)C)C	wet
CC1CCC2(O1)C(=CCCC2(C)C)C	cooling
CC1CCC2(O1)C(=CCCC2(C)C)C	camphoraceous
CC1CCC2(O1)C(=CCCC2(C)C)C	fresh
CC1CCC2(O1)C(CCCC2(C)O)(C)C	camphoraceous
CC1CCC2(O1)C(CCCC2(C)O)(C)C	pine
CC1CCC2(O1)C(CCCC2(C)O)(C)C	woody
CC1CCC2(O1)C(CCCC2(C)O)(C)C	earthy
CC1CCC2(O1)C(CCCC2(C)O)(C)C	green
CC1CCC2(O1)C(CCCC2(C)O)(C)C	herbaceous
CC1CCC2(O1)C(CCCC2(C)O)(C)C	cooling
CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C	citrus
CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C	herbaceous
CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C	green
CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C	tea
CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C	tangerine
CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C	grapefruit
CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C	mango
CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C	passion
CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C	fruit
CC1CCC2=C(C(=O)OC2=C1)C	lactonic
CC1CCC2=C(C(=O)OC2=C1)C	coumarinic
CC1CCC2=C(C(=O)OC2=C1)C	sweet
CC1CCC2=C(C(=O)OC2=C1)C	coconut
CC1CCC2=C(C(=O)OC2=C1)C	tonka
CC1CCC2=C(C(=O)OC2=C1)C	hay
CC1CCC2=C(C(=O)OC2=C1)C	coumarinic
CC1CCC2=C(C(=O)OC2=C1)C	coconut
CC1CCC2=C(C(=O)OC2C1)C	sweet
CC1CCC2=C(C(=O)OC2C1)C	creamy
CC1CCC2=C(C(=O)OC2C1)C	coumarinic
CC1CCC2=C(C(=O)OC2C1)C	coconut
CC1CCC2=C(C(=O)OC2C1)C	powdery
CC1CCC2=C(C(=O)OC2C1)C	tobacco
CC1CCC2=C(C(=O)OC2C1)C	spearmint
CC1CCC2=C(C(=O)OC2C1)C	tonka
CC1CCC2=C(C1)OC=C2C	herbaceous
CC1CCC2=C(C1)OC=C2C	fatty
CC1CCC2=C(C1)OC=C2C	thyme
CC1CCC2=C(C1)OC=C2C	terpenic
CC1CCC2=C(C1)OC=C2C	minty
CC1CCC2=C(C1)OC=C2C	leafy
CC1CCC2=C(C1)OC=C2C	herbaceous
CC1CCC2=C(C1)OC=C2C	camphoraceous
CC1CCC2=C(C1)OC=C2C	musty
CC1CCC2=C(C1)OC=C2C	minty
CC1CCC2=C(C1)OC=C2C	nutty
CC1CCC2=C(C1)OC=C2C	earthy
CC1CCC2=C(C1)OC=C2C	coffee
CC1CCC2=C(C1)OC=C2C	pungent
CC1CCC2=C(CCC(CC12)C(C)(C)O)C	spice
CC1CCC2=NC(=CN=C12)C	burnt
CC1CCC2=NC(=CN=C12)C	earthy
CC1CCC2=NC(=CN=C12)C	nutty
CC1CCC2=NC(=CN=C12)C	roasted
CC1CCC2=NC(=CN=C12)C	coffee
CC1CCC2=NC(=CN=C12)C	coffee
CC1CCC2=NC(=CN=C12)C	roasted
CC1CCC2=NC=CN=C12	earthy
CC1CCC2=NC=CN=C12	baked
CC1CCC2=NC=CN=C12	potato
CC1CCC2=NC=CN=C12	roasted
CC1CCC2=NC=CN=C12	peanut
CC1CCC2=NC=CN=C12	sweet
CC1CCC2=NC=CN=C12	nutty
CC1CCC2=NC=CN=C12	roasted
CC1CCC2=NC=CN=C12	toasted
CC1CCC2=NC=CN=C12	grain
CC1CCC2=NC=CN=C12	coffee
CC1CCC2=NC=CN=C12	corn
CC1CCC2=NC=CN=C12	savory
CC1CCC2=NC=CN=C12	meaty
CC1CCC2=NC=CN=C12	baked
CC1CCC2=NC=CN=C12	earthy
CC1CCC2=NC=CN=C12	peanut
CC1CCC2=NC=CN=C12	roast
CC1CCC2=NC=CN=C12	baked
CC1CCC2=NC=CN=C12	potato
CC1CCC2=NC=CN=C12	sweet
CC1CCC2=NC=CN=C12	nutty
CC1CCC2=NC=CN=C12	roasted
CC1CCC2=NC=CN=C12	toasted
CC1CCC2=NC=CN=C12	grain
CC1CCC2=NC=CN=C12	coffee
CC1CCC2=NC=CN=C12	corn
CC1CCC2=NC=CN=C12	savory
CC1CCC2=NC=CN=C12	meaty
CC1CCC2=NC=CN=C12	baked
CC1CCC23CC1C(C2CCC3=CC(=O)C)(C)C	woody
CC1CCC23CC1C(C2CCC3=CC(=O)C)(C)C	warm
CC1CCC23CC1C(C2CCC3=CC(=O)C)(C)C	amber
CC1CCC23CC1C(C2CCC3=CC(=O)C)(C)C	musk
CC1CCC2C(C(=O)OC2C1)C	tonka
CC1CCC2C(C(=O)OC2C1)C	coumarinic
CC1CCC2C(C(=O)OC2C1)C	lactonic
CC1CCC2C(C(=O)OC2C1)C	phenolic
CC1CCC2C(C(=O)OC2C1)C	tobacco
CC1CCC2C(C(=O)OC2C1)C	gourmand
CC1CCC2C(C(=O)OC2C1)C	sweet
CC1CCC2C(C1)OCC(=O)CO2	sweet
CC1CCC2C(C1)OCC(=O)CO2	strawberry
CC1CCC2C(C1)OCC(=O)CO2	fruity
CC1CCC2C(C1)OCC(=O)CO2	tropical
CC1CCC2C(C1)OCC(=O)CO2	berry
CC1CCC2C(C1)OCC(=O)CO2	cotton
CC1CCC2C(C1)OCC(=O)CO2	candy
CC1CCC2C(C2(C)C)C13COC(OC3)(C)C	amber
CC1CCC2C(C2(C)C)C13COC(OC3)(C)C	woody
CC1CCC2C(C2(C)C)C13COC(OC3)(C)C	spicy
CC1CCC2C(C2(C)C)C13COC(OC3)(C)C	aldehydic
CC1CCC2C(C2(C)C)C13COC(OC3)(C)C	green
CC1CCC2C(C2(C)C)C13COC(OC3)(C)C	seaweed
CC1CCC2C(C2(C)C)C3=C(CCC13)C	woody
CC1CCC2C(C2(C)C)C3=C(CCC13)C	balsamic
CC1CCC2C(C2(C)C)C3=C(CCC13)C	woody
CC1CCC2C(C2(C)C)C3=C(CCC13)C	balsamic
CC1CCC2C(COC(=O)C2C1)C	cherry
CC1CCC2C(COC(=O)C2C1)C	creamy
CC1CCC2C(COC(=O)C2C1)C	minty
CC1CCC2C(COC(=O)C2C1)C	sweet
CC1CCC2C(COC(=O)C2C1)C	coumarinic
CC1CCC2C(COC(=O)C2C1)C	coconut
CC1CCC2C(COC(=O)C2C1)C	powdery
CC1CCC2C(COC(=O)C2C1)C	tobacco
CC1CCC2C(COC(=O)C2C1)C	spearmint
CC1CCC2C(O2)(CCC3C1CC3(C)C)C	amber
CC1CCC2C(O2)(CCC3C1CC3(C)C)C	woody
CC1CCC2C(O2)(CCC3C1CC3(C)C)C	nutmeg
CC1CCC2C(O2)(CCC3C1CC3(C)C)C	tobacco
CC1CCC2C(O2)(CCC3C1CC3(C)C)C	dusty
CC1CCC2C13CC(=C(C)C)C(O3)(C=C2C)O	fresh
CC1CCC2C13CC(=C(C)C)C(O3)(C=C2C)O	fatty
CC1CCC2C13CC(C2(C)C)C(=C(C3)C(=O)C)C	woody
CC1CCC2C13CC(C2(C)C)C(=C(C3)C(=O)C)C	amber
CC1CCC2C13CC(C2(C)C)C(=C(C3)C(=O)C)C	leathery
CC1CCC2C13CC(C2(C)C)C(=C(C3)C(=O)C)C	musk
CC1CCC2C13CC(C2(C)C)C(=C(C3)C(=O)C)C	cedar
CC1CCC2C13CC(C2(C)C)C(=C(C3)C(=O)C)C	vetiver
CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O	fruit
CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O	cedar
CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O	woody
CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O	sweet
CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O	soft
CC1CCC2C13CC(C2(C)C)C(C(=O)C3)C	woody
CC1CCC2C13CC(C2(C)C)C(C(=O)C3)C	cedar
CC1CCC2C13CC(C2(C)C)C4(C(C3)O4)C	woody
CC1CCC2C13CC(C2(C)C)C4(C(C3)O4)C	amber
CC1CCC2C13CC(C2(C)C)C4(C(C3)O4)C	tobacco
CC1CCC2C13CC(C2(C)C)C4(C(C3)O4)C	sandal
CC1CCC2C13CC(C2(C)C)C4(C(C3)O4)C	wood
CC1CCC2C13CC(C2(C)C)C4(C(C3)O4)C	linalyl
CC1CCC2C13CC(C2(C)C)C4(C(C3)O4)C	patchouli
CC1CCC2C13CC(C2(C)C)C4(C(C3)O4)C	fresh
CC1CCC2C13CC(C2(C)C)C4(C(C3)O4)C	herbaceous
CC1CCC2C13CC(C2(C)C)C4(C(C3)OC(O4)(C)C)C	woody
CC1CCC2C13CC(C2(C)C)C4(C(C3)OC(O4)(C)C)C	amber
CC1CCC2C13CC(C2(C)C)C4(C(C3)OC(O4)(C)C)C	agarwood
CC1CCC2C13CC=C(C(C3)C2(C)C)C	woody
CC1CCC2C13CC=C(C(C3)C2(C)C)C	cedar
CC1CCC2C13CC=C(C(C3)C2(C)C)C	sweet
CC1CCC2C13CC=C(C(C3)C2(C)C)C	fresh
CC1CCC2C13CC=C(C(C3)C2(C)C)COC(=O)C	woody
CC1CCC2C13CC=C(C(C3)C2(C)C)COC(=O)C	cedar
CC1CCC2C13CC=C(C(C3)C2(C)C)COC(=O)C	peanut
CC1CCC2C13CC=C(C(C3)C2(C)C)COC(=O)C	wax
CC1CCC2C13CC=C(C(C3)C2(C)C)COC(=O)C	vetiver
CC1CCC2C13CC=C(C(C3)C2(C)C)COC(=O)C	sharp
CC1CCC2C13CC=C(C(C3)C2(C)C)COC(=O)C	dry
CC1CCC2C13CCC(C(C3)C2(C)C)(C)C(=O)C	woody
CC1CCC2C13CCC(C(C3)C2(C)C)(C)C(=O)C	vetiver
CC1CCC2C13CCC(C(C3)C2(C)C)(C)O	woody
CC1CCC2C13CCC(C(C3)C2(C)C)(C)O	sweet
CC1CCC2C13CCC(C(C3)C2(C)C)(C)O	cedar
CC1CCC2C13CCC(C(C3)C2(C)C)(C)O	dry
CC1CCC2C13CCC(C(C3)C2(C)C)(C)O	earthy
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC	woody
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC	dusty
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC	dry
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC	ambergis
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC	woody
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC	earthy
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC	dry
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC	cedar
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC	ambergis
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC	vetiver
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C	dry
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C	woody
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C	cedar
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C	powdery
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC=O	amber
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC=O	woody
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC=O	vetiver
CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC=O	cedar
CC1CCC2C1C3C(C3(C)C)CCC2(C)O	floral
CC1CCC2C1C3C(C3(C)C)CCC2(C)O	rose
CC1CCC2C1C3C(C3(C)C)CCC2(C)O	green
CC1CCC2C1C3C(C3(C)C)CCC2(C)O	sweet
CC1CCC2C1C3C(C3(C)C)CCC2(C)O	herbaceous
CC1CCC2C1C3C(C3(C)C)CCC2(C)O	fruity
CC1CCC2C1C3C(C3(C)C)CCC2(C)O	tropical
CC1CCC2C1C3C(C3(C)C)CCC2(C)O	minty
CC1CCC2C1C3C(C3(C)C)CCC2=C	woody
CC1CCC2C1C3C(C3(C)C)CCC2=C	woody
CC1CCC2C3(C1(C4C(C4(C)C)CC3)C)O2	woody
CC1CCC2C3(C1(C4C(C4(C)C)CC3)C)O2	patchouli
CC1CCC2C3(C1(C4C(C4(C)C)CC3)C)O2	ambergis
CC1CCC2CC1C2(C)C	fresh
CC1CCC2CC1C2(C)C	pine
CC1CCC2CC1C2(C)C	balsamic
CC1CCC2CC1C2(C)C	herbaceous
CC1CCC2CC1SC2(C)C	sulfurous
CC1CCC2CC1SC2(C)C	minty
CC1CCC2CC1SC2(C)C	fresh
CC1CCC2CC1SC2(C)C	fi
CC1CCC2CC1SC2(C)C	rneedle
CC1CCC2CC1SC2(C)C	vegetable
CC1CCC2CC1SC2(C)C	passion
CC1CCC2CC1SC2(C)C	fruit
CC1CCC2CC1SC2(C)C	papaya
CC1CCC2CC1SC2(C)C	peach
CC1CCC2CC1SC2(C)C	apricot
CC1CCC2CC1SC2(C)C	grapefruit
CC1CCC2CC1SC2(C)C	tropical
CC1CCC2CC1SC2(C)C	seedy
CC1CCC2CC1SC2(C)C	soupy
CC1CCCC(=O)C1	medicinal
CC1CCCC(=O)C1	minty
CC1CCCC(=O)C1	camphoraceous
CC1CCCC(=O)C1=O	coffee
CC1CCCC(=O)C1=O	caramel
CC1CCCC(=O)C1=O	burnt
CC1CCCC(=O)C1=O	sugar
CC1CCCC(=O)O1	creamy
CC1CCCC(=O)O1	fruity
CC1CCCC(=O)O1	coconut
CC1CCCC(=O)O1	sweet
CC1CCCC(=O)O1	creamy
CC1CCCC(=O)O1	fruity
CC1CCCC(=O)O1	coconut
CC1CCCC(=O)O1	herbaceous
CC1CCCC(C1)O	solvent
CC1CCCC(C1)O	dry
CC1CCCC(C1)O	musty
CC1CCCC(C1)O	rummy
CC1CCCC(C1)O	fusel
CC1CCCC(C1)O	fruity
CC1CCCC(C1=O)(C)C	tobacco
CC1CCCC(C1=O)(C)C	pungent
CC1CCCC(C1=O)(C)C	honey
CC1CCCC(C1=O)(C)C	citrus
CC1CCCC(C1=O)(C)C	thujonic
CC1CCCC(C1=O)(C)C	labdanum
CC1CCCC(C1=O)(C)C	cistus
CC1CCCC(C1CC(C)C(C)O)(C)C	woody
CC1CCCC(C1CC(C)C(C)O)(C)C	violet
CC1CCCC(C1CC(C)C(C)O)(C)C	cedar
CC1CCCC(C1CC(C)C(C)O)(C)C	floral
CC1CCCC(C1CC(C)C(C)O)(C)C	ambergis
CC1CCCC(C1CC(C)C(C)OC(=O)C)(C)C	woody
CC1CCCC(C1CC(C)C(C)OC(=O)C)(C)C	vetiver
CC1CCCC(C1CC(C)C(C)OC(=O)C)(C)C	powdery
CC1CCCC(C1CCC(C)O)(C)C	floral
CC1CCCC(C1CCC(C)O)(C)C	violet
CC1CCCC(C1CCC(C)O)(C)C	woody
CC1CCCC(C1CCC(C)O)(C)C	leathery
CC1CCCC(C1CCC(C)OC(=O)C)(C)C	fruity
CC1CCCC(C1CCC(C)OC(=O)C)(C)C	floral
CC1CCCC(C1CCC(C)OC(=O)C)(C)C	berry
CC1CCCC=C1	citrus
CC1CCCC2(C1(CCCC2)O)C	beefy
CC1CCCC2(C1(CCCC2)O)C	earthy
CC1CCCC2(C1(CCCC2)O)C	musty
CC1CCCC2(C1(CCCC2)O)C	soil
CC1CCCC2(C1(CCCC2)O)C	fresh
CC1CCCC2(C1(CCCC2)O)C	humus
CC1CCCC2(C1(CCCC2)O)C	plowed
CC1CCCC2(C1(CCCC2)O)C	earthy
CC1CCCC2(C1(CCCC2)O)C	humus
CC1CCCC2(C1(CCCC2)O)C	dirty
CC1CCCC2(C1(CCCC2)O)C	earthy
CC1CCCC2(C1(CCCC2)O)C	musty
CC1CCCC2(C1(CCCC2)O)C	dirty
CC1CCCC2(C1(CCCC2)O)C	humus
CC1CCCC2(C1(CCCC2)O)C	earthy
CC1CCCC2(C1(CCCC2)O)C	musty
CC1CCCC2(C1(CCCC2)O)C	humus
CC1CCCC2(C13CC3(CC2)C(C)(C)O)C	algae
CC1CCCCC1=O	peppermint
CC1CCCCC1=O	minty
CC1CCCCC1=O	cooling
CC1CCCCCCCCCCCCC(=O)C1	fruity
CC1CCCCCCCCCCCCC(=O)C1	lactonic
CC1CCCCCCCCCCCCC(=O)C1	fatty
CC1CCCCCCCCCCCCC(=O)C1	musk
CC1CCCCCCCCCCCCC(=O)C1	animal
CC1CCCCCCCCCCCCC(=O)C1	powdery
CC1CCCCCCCCCCCCC(=O)C1	sweet
CC1CCCCCCCCCCCCC(=O)C1	musk
CC1CCCCCCCCCCCCC(=O)C1	animal
CC1CCCCCCCCCCCCC(=O)C1	powdery
CC1CCCCCCCCCCCCC(=O)C1	floral
CC1CCCCCCCCCCCCC(=O)C1	soapy
CC1CCCCCCCCCCCCC(=O)C1	fatty
CC1CCCCCCCCCCCCC(=O)C1	natural
CC1CCCCN1	ammonical
CC1CCCCN1	seafood
CC1CCCCN1	taco
CC1CCCCN1	corn
CC1CCCCN1	fishy
CC1CCCCN1	popcorn
CC1CCCCN1	brown
CC1CCCCN1	nutty
CC1CCCCN1	shellfish
CC1CCCCN1	roasted
CC1CCCCN1	cheese
CC1CCOC(C1)C=C(C)C	floral
CC1CCOC(C1)C=C(C)C	geranium
CC1CCOC(C1)C=C(C)C	green
CC1CCOC(C1)C=C(C)C	honey
CC1CCOC(C1)C=C(C)C	earthy
CC1CCOC(C1)C=C(C)C	raspberry
CC1CCOC(C1)C=C(C)C	rose
CC1CCOC(C1)C=C(C)C	spicy
CC1CCOC(C1)C=C(C)C	fresh
CC1CCOC(C1)C=C(C)C	vegetable
CC1CCOC(C1)C=C(C)C	floral
CC1CCOC(C1)C=C(C)C	camphoraceous
CC1CCOC(C1)C=C(C)C	green
CC1CCOC(C1)C=C(C)C	floral
CC1CCOC(C1)C=C(C)C	rose
CC1CCOC(C1)C=C(C)C	green
CC1CCOC(C1)C=C(C)C	floral
CC1CCOC(C1)C=C(C)C	geranium
CC1CCOC(C1)C=C(C)C	powdery
CC1CCOC(C1)C=C(C)C	metallic
CC1CCOC(C1)C=C(C)C	cortex
CC1CCOC(C1)C=C(C)C	strong
CC1CCOC(C1)C2=CC=CC=C2	floral
CC1CCOC(C1)C2=CC=CC=C2	rose
CC1CCOC(C1)C2=CC=CC=C2	fresh
CC1CCOC(C1)C2=CC=CC=C2	green
CC1CCOC(C1)C2=CC=CC=C2	herbaceous
CC1CCOC(C1)C2=CC=CC=C2	phenolic
CC1CCOC(C1)C2=CC=CC=C2	bitter
CC1CCOC(C1)C2=CC=CC=C2	parsley
CC1CCOC(C1)CC(C)C	rose
CC1CCOC(C1)CC(C)C	geranium
CC1CCOC(C1)CC(C)C	green
CC1CCOC(C1)CC(C)C	herbaceous
CC1CCOC(C1)CC(C)C	metallic
CC1CCOC(O1)C=CC2=CC=CC=C2	spicy
CC1CCOC(O1)C=CC2=CC=CC=C2	sweet
CC1CCOC(O1)C=CC2=CC=CC=C2	candy
CC1CCOC(O1)C=CC2=CC=CC=C2	cinnamyl
CC1CCOC(O1)C=CC2=CC=CC=C2	warm
CC1CCOC2(O1)CCCCC2	herbaceous
CC1CCOC2(O1)CCCCC2	eucalyptus
CC1CCOC2(O1)CCCCC2	woody
CC1CCOC2(O1)CCCCC2	thujonic
CC1COC(O1)(C)C	earthy
CC1COC(O1)(C)C	ethereal
CC1COC(O1)(C)C	green
CC1COC(O1)(C)C	vegetable
CC1COC(O1)(C)C	potato
CC1COC(O1)(C)C	tomato
CC1COC(O1)(C)C	asparagus
CC1COC(O1)(C)C	musty
CC1COC(O1)(C)C	raw
CC1COC(O1)(C)C	raw
CC1COC(O1)(C)C	potato
CC1COC(O1)(C)C(C)O	fatty
CC1COC(O1)(C)C(C)O	buttery
CC1COC(O1)(C)C(C)O	mild
CC1COC(O1)(C)C(C)O	fruity
CC1COC(O1)(C)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C	woody
CC1COC(O1)(C)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C	dry
CC1COC(O1)(C)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C	amber
CC1COC(O1)(C)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C	powdery
CC1COC(O1)(C)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C	musk
CC1COC(O1)(C)CCC=C(C)C	fatty
CC1COC(O1)(C)CCC=C(C)C	green
CC1COC(O1)(C)CCC=C(C)C	citrus
CC1COC(O1)C	fruity
CC1COC(O1)C	green
CC1COC(O1)C	grassy
CC1COC(O1)C(C)C	winey
CC1COC(O1)C(C)C2=CC=CC=C2	green
CC1COC(O1)C(C)C2=CC=CC=C2	mushroom
CC1COC(O1)C(C)C2=CC=CC=C2	chicken
CC1COC(O1)C(C)C2=CC=CC=C2	herbaceous
CC1COC(O1)C(C)C2=CC=CC=C2	earthy
CC1COC(O1)C(C)C2=CC=CC=C2	new
CC1COC(O1)C(C)C2=CC=CC=C2	mown
CC1COC(O1)C(C)C2=CC=CC=C2	hay
CC1COC(O1)C(C)CCC=C(C)C	green
CC1COC(O1)C(C)CCC=C(C)C	citrus
CC1COC(O1)C=C(C)CCC=C(C)C	citrus
CC1COC(O1)C=C(C)CCC=C(C)C	sweet
CC1COC(O1)C=C(C)CCC=C(C)C	lemon
CC1COC(O1)C=C(C)CCC=C(C)C	orange
CC1COC(O1)C=CC2=CC=CC=C2	spicy
CC1COC(O1)C=CC2=CC=CC=C2	cinnamyl
CC1COC(O1)C2=CC(=C(C=C2)O)OC	sweet
CC1COC(O1)C2=CC(=C(C=C2)O)OC	vanilla
CC1COC(O1)C2=CC(=C(C=C2)O)OC	chocolate
CC1COC(O1)C2=CC(=C(C=C2)O)OC	creamy
CC1COC(O1)C2=CC(=C(C=C2)O)OC	dairy
CC1COC(O1)C2=CC(=C(C=C2)O)OC	powdery
CC1COC(O1)C2=CC(=C(C=C2)O)OC	cocoa
CC1COC(O1)C2=CC=C(C=C2)C	floral
CC1COC(O1)C2=CC=C(C=C2)C	bitter
CC1COC(O1)C2=CC=C(C=C2)C	almond
CC1COC(O1)C2=CC=C(C=C2)C	cherry
CC1COC(O1)C2=CC=C(C=C2)C	fruity
CC1COC(O1)C2=CC=C(C=C2)C	bitter
CC1COC(O1)C2=CC=CC=C2	bitter
CC1COC(O1)C2=CC=CC=C2	sweet
CC1COC(O1)C2=CC=CC=C2	naphthyl
CC1COC(O1)C2=CC=CC=C2	woody
CC1COC(O1)C2=CC=CC=C2	narcissus
CC1COC(O1)C2=CC=CC=C2	fruity
CC1COC(O1)C2=CC=CC=C2	floral
CC1COC(O1)C2=CCC(CC2)C(=C)C	fatty
CC1COC(O1)C2=CCC(CC2)C(=C)C	spicy
CC1COC(O1)C2=CCC(CC2)C(=C)C	herbaceous
CC1COC(O1)CC(C)C	apple
CC1COC(O1)CC(C)C	creamy
CC1COC(O1)CC(C)C	musty
CC1COC(O1)CC(C)C	woody
CC1COC(O1)CC(C)C	pineapple
CC1COC(O1)CC(C)C	sweet
CC1COC(O1)CC(C)C	ethereal
CC1COC(O1)CC(C)C	tropical
CC1COC(O1)CC(C)C	fruity
CC1COC(O1)CC(C)C	sour
CC1COC(O1)CC(C)C	dairy
CC1COC(O1)CC(C)C	buttery
CC1COC(O1)CC(C)C	rummy
