SMILES	odor
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2	rose
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2	balsamic
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2	metallic
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2	powdery
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2	herbaceous
C1=CC=C(C=C1)C(=O)C2=CC3=CC=CC=C3C=C2	naphthyl
C1=CC=C(C=C1)C(=O)C2=CC3=CC=CC=C3C=C2	orange
C1=CC=C(C=C1)C(=O)C2=CC3=CC=CC=C3C=C2	flower
C1=CC=C(C=C1)C(=O)C2=CC3=CC=CC=C3C=C2	blossom
C1=CC=C(C=C1)C(=O)C2=CC3=CC=CC=C3C=C2	floral
C1=CC=C(C=C1)C(=O)CN	grape
C1=CC=C(C=C1)C(=O)CN	sweet
C1=CC=C(C=C1)C(=O)CO	phenolic
C1=CC=C(C=C1)C(=O)CO	sweet
C1=CC=C(C=C1)C(=O)CO	hawthorn
C1=CC=C(C=C1)C(=O)CO	tobacco
C1=CC=C(C=C1)C(=O)CO	honey
C1=CC=C(C=C1)C(=O)CO	herbaceous
C1=CC=C(C=C1)C(=O)CO	almond
C1=CC=C(C=C1)C(=O)CO	bitter
C1=CC=C(C=C1)C(=O)CO	cherry
C1=CC=C(C=C1)C(=O)CO	tropical
C1=CC=C(C=C1)C(=O)CO	melon
C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O	fruity
C1=CC=C(C=C1)C(=O)O	balsamic
C1=CC=C(C=C1)C(=O)O	urine
C1=CC=C(C=C1)C(=O)O	faint
C1=CC=C(C=C1)C(=O)O	unpleasant
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)OC(=O)C3=CC=CC=C3	pungent
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)OC(=O)C3=CC=CC=C3	sweet
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)OC(=O)C3=CC=CC=C3	creamy
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)OC(=O)C3=CC=CC=C3	buttery
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)OC(=O)C3=CC=CC=C3	fruity
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)OC(=O)C3=CC=CC=C3	estery
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)OC(=O)C3=CC=CC=C3	chemical
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)OC(=O)C3=CC=CC=C3	pineapple
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)OC(=O)C3=CC=CC=C3	apple
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)OC(=O)C3=CC=CC=C3	banana
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)OC(=O)C3=CC=CC=C3	ketonic
C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3	plastic
C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3	green
C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3	balsamic
C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3	herbaceous
C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3	clean
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O	balsamic
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O	sweet
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O	vanilla
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O	woody
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O	medicinal
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O	camphoraceous
C1=CC=C(C=C1)C(C2=CC=CC=C2)O	green
C1=CC=C(C=C1)C(C2=CC=CC=C2)O	weedy
C1=CC=C(C=C1)C(C2=CC=CC=C2)O	rose
C1=CC=C(C=C1)C(CO)O	sweet
C1=CC=C(C=C1)C=C(C(CO)O)O	fruity
C1=CC=C(C=C1)C=C(C(CO)O)O	cherry
C1=CC=C(C=C1)C=C(C(CO)O)O	bitter
C1=CC=C(C=C1)C=C(C(CO)O)O	almond
C1=CC=C(C=C1)C=C(C(CO)O)O	sweet
C1=CC=C(C=C1)C=C(C(CO)O)O	musty
C1=CC=C(C=C1)C=C(C(CO)O)O	bitter
C1=CC=C(C=C1)C=CBr	green
C1=CC=C(C=C1)C=CBr	leafy
C1=CC=C(C=C1)C=CBr	hyacinth
C1=CC=C(C=C1)C=CBr	floral
C1=CC=C(C=C1)C=CC#N	nitrile
C1=CC=C(C=C1)C=CC#N	cinnamyl
C1=CC=C(C=C1)C=CC#N	cassia
C1=CC=C(C=C1)C=CC#N	cumin
C1=CC=C(C=C1)C=CC#N	spicy
C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2	floral
C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2	balsamic
C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2	herbaceous
C1=CC=C(C=C1)C=CC(=O)O	cinnamyl
C1=CC=C(C=C1)C=CC(=O)O	honey
C1=CC=C(C=C1)C=CC(=O)O	floral
C1=CC=C(C=C1)C=CC(=O)O	spicy
C1=CC=C(C=C1)C=CC(=O)O	sweet
C1=CC=C(C=C1)C=CC(=O)O	balsamic
C1=CC=C(C=C1)C=CC(=O)O	storax
C1=CC=C(C=C1)C=CC=O	cinnamyl
C1=CC=C(C=C1)C=CC=O	clove
C1=CC=C(C=C1)C=CC=O	spicy
C1=CC=C(C=C1)C=CC=O	sweet
C1=CC=C(C=C1)C=CC=O	paint
C1=CC=C(C=C1)C=CC=O	candy
C1=CC=C(C=C1)C=CC=O	warm
C1=CC=C(C=C1)C=CC=O	aldehydic
C1=CC=C(C=C1)C=CC=O	aromatic
C1=CC=C(C=C1)C=CC=O	balsamic
C1=CC=C(C=C1)C=CC=O	resinous
C1=CC=C(C=C1)C=CC=O	honey
C1=CC=C(C=C1)C=CC=O	powdery
C1=CC=C(C=C1)C=CC=O	cassia
C1=CC=C(C=C1)C=CC=O	pungent
C1=CC=C(C=C1)C=CC=O	spicy
C1=CC=C(C=C1)C=CC=O	cinnamyl
C1=CC=C(C=C1)C=CCO	balsamic
C1=CC=C(C=C1)C=CCO	hyacinth
C1=CC=C(C=C1)C=CCO	sweet
C1=CC=C(C=C1)C=CCO	oily
C1=CC=C(C=C1)C=CCO	spicy
C1=CC=C(C=C1)C=CCO	green
C1=CC=C(C=C1)C=CCO	powdery
C1=CC=C(C=C1)C=CCO	cinnamyl
C1=CC=C(C=C1)C=CCO	floral
C1=CC=C(C=C1)C=CCO	fermented
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	almond
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	balsamic
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	berry
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	carnation
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	cinnamyl
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	honey
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	jasmine
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	nutty
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	rose
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	sweet
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	floral
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	cassia
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	spicy
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	sweet
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	balsamic
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	floral
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	cinnamyl
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	cassia
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	spicy
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	jasmine
C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2	rose
C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2	balsamic
C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2	spicy
C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2	buttery
C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2	fruity
C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2N	balsamic
C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2N	fruity
C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2N	grape
C1=CC=C(C=C1)C=CCOC=O	balsamic
C1=CC=C(C=C1)C=CCOC=O	green
C1=CC=C(C=C1)C=CCOC=O	floral
C1=CC=C(C=C1)C=CCOC=O	herbaceous
C1=CC=C(C=C1)C=CCOC=O	cinnamyl
C1=CC=C(C=C1)C=CCOC=O	narcissus
C1=CC=C(C=C1)C=O	almond
C1=CC=C(C=C1)C=O	cherry
C1=CC=C(C=C1)C=O	sweet
C1=CC=C(C=C1)C=O	burnt
C1=CC=C(C=C1)C=O	sugar
C1=CC=C(C=C1)C=O	bitter
C1=CC=C(C=C1)C=O	almond
C1=CC=C(C=C1)C=O	fruity
C1=CC=C(C=C1)C=O	sharp
C1=CC=C(C=C1)C=O	bitter
C1=CC=C(C=C1)C=O	powdery
C1=CC=C(C=C1)C=O	nutty
C1=CC=C(C=C1)C=O	maraschino
C1=CC=C(C=C1)C=O	aromatic
C1=CC=C(C=C1)C=O	spicy
C1=CC=C(C=C1)C=O	stinging
C1=CC=C(C=C1)C=O	powerful
C1=CC=C(C=C1)C=O	marzipan
C1=CC=C(C=C1)C2=CC=CC=C2	geranium
C1=CC=C(C=C1)C2=CC=CC=C2	green
C1=CC=C(C=C1)C2=CC=CC=C2	pungent
C1=CC=C(C=C1)C2=CC=CC=C2	rose
C1=CC=C(C=C1)C2=CC=CC=C2	metallic
C1=CC=C(C=C1)C2=CC=CC=C2	neroli
C1=CC=C(C=C1)C2=CC=CC=C2	bergamot
C1=CC=C(C=C1)C2=CC=CC=C2	cinnamyl
C1=CC=C(C=C1)C2=CC=CC=C2	pleasant
C1=CC=C(C=C1)C2=CC=CC=C2	buttery
C1=CC=C(C=C1)CC(=O)[O-]	sweet
C1=CC=C(C=C1)CC(=O)C(=O)O	sweet
C1=CC=C(C=C1)CC(=O)C(=O)O	acidic
C1=CC=C(C=C1)CC(=O)C(=O)O	honey
C1=CC=C(C=C1)CC(=O)C(=O)O	almond
C1=CC=C(C=C1)CC(=O)C(=O)O	weedy
C1=CC=C(C=C1)CC(=O)C(=O)O	phenolic
C1=CC=C(C=C1)CC(=O)C(=O)O	green
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	plastic
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	seedy
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	fruity
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	almond
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	bitter
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	almond
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	cherry
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	sweet
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	powdery
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	honey
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	floral
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	rose
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	faint
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2	bitter
C1=CC=C(C=C1)CC(=O)O	cheese
C1=CC=C(C=C1)CC(=O)O	chocolate
C1=CC=C(C=C1)CC(=O)O	green
C1=CC=C(C=C1)CC(=O)O	honey
C1=CC=C(C=C1)CC(=O)O	meaty
C1=CC=C(C=C1)CC(=O)O	musty
C1=CC=C(C=C1)CC(=O)O	herbaceous
C1=CC=C(C=C1)CC(=O)O	raspberry
C1=CC=C(C=C1)CC(=O)O	rose
C1=CC=C(C=C1)CC(=O)O	strawberry
C1=CC=C(C=C1)CC(=O)O	vanilla
C1=CC=C(C=C1)CC(=O)O	winey
C1=CC=C(C=C1)CC(=O)O	sweet
C1=CC=C(C=C1)CC(=O)O	honeysuckle
C1=CC=C(C=C1)CC(=O)O	sour
C1=CC=C(C=C1)CC(=O)O	wax
C1=CC=C(C=C1)CC(=O)O	civet
C1=CC=C(C=C1)CC(=O)O	floral
C1=CC=C(C=C1)CC(=O)O	tobacco
C1=CC=C(C=C1)CC(=O)O	animal
C1=CC=C(C=C1)CC(=O)O	powdery
C1=CC=C(C=C1)CC(=O)O	disagreeable
C1=CC=C(C=C1)CC(=O)OCC=CC2=CC=CC=C2	floral
C1=CC=C(C=C1)CC(=O)OCC=CC2=CC=CC=C2	chrysanthemum
C1=CC=C(C=C1)CC(=O)OCC=CC2=CC=CC=C2	spicy
C1=CC=C(C=C1)CC(=O)OCC=CC2=CC=CC=C2	tolu
C1=CC=C(C=C1)CC(=O)OCC=CC2=CC=CC=C2	balsamic
C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2	honey
C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2	floral
C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2	sweet
C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2	jasmine
C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2	cocoa
C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2	rose
C1=CC=C(C=C1)CC(C(=O)O)N	cocoa
C1=CC=C(C=C1)CC(C(=O)O)N	chocolate
C1=CC=C(C=C1)CC(C(=O)O)N	sweet
C1=CC=C(C=C1)CC(C(=O)O)N	faint
C1=CC=C(C=C1)CC(C2=CC=CC=C2)O	floral
C1=CC=C(C=C1)CC(C2=CC=CC=C2)O	orris
C1=CC=C(C=C1)CC[N+](=O)[O-]	floral
C1=CC=C(C=C1)CC[N+](=O)[O-]	spice
C1=CC=C(C=C1)CC=O	apple
C1=CC=C(C=C1)CC=O	apricot
C1=CC=C(C=C1)CC=O	berry
C1=CC=C(C=C1)CC=O	cherry
C1=CC=C(C=C1)CC=O	chocolate
C1=CC=C(C=C1)CC=O	grape
C1=CC=C(C=C1)CC=O	grapefruit
C1=CC=C(C=C1)CC=O	green
C1=CC=C(C=C1)CC=O	honey
C1=CC=C(C=C1)CC=O	hyacinth
C1=CC=C(C=C1)CC=O	lemon
C1=CC=C(C=C1)CC=O	melon
C1=CC=C(C=C1)CC=O	orange
C1=CC=C(C=C1)CC=O	vegetable
C1=CC=C(C=C1)CC=O	peach
C1=CC=C(C=C1)CC=O	peanut
C1=CC=C(C=C1)CC=O	winey
C1=CC=C(C=C1)CC=O	sweet
C1=CC=C(C=C1)CC=O	hawthorn
C1=CC=C(C=C1)CC=O	floral
C1=CC=C(C=C1)CC=O	clover
C1=CC=C(C=C1)CC=O	cocoa
C1=CC=C(C=C1)CC=O	rose
C1=CC=C(C=C1)CC=O	powdery
C1=CC=C(C=C1)CC=O	fermented
C1=CC=C(C=C1)CC=O	earthy
C1=CC=C(C=C1)CC2=CC=CC=C2	sweet
C1=CC=C(C=C1)CC2=CC=CC=C2	green
C1=CC=C(C=C1)CC2=CC=CC=C2	plastic
C1=CC=C(C=C1)CC2=CC=CC=C2	geranium
C1=CC=C(C=C1)CC2=CC=CC=C2	wet
C1=CC=C(C=C1)CC2=CC=CC=C2	orange
C1=CC=C(C=C1)CC2=CC=CC=C2	herbaceous
C1=CC=C(C=C1)CCC(=O)O	rose
C1=CC=C(C=C1)CCC(=O)O	sweet
C1=CC=C(C=C1)CCC(=O)O	balsamic
C1=CC=C(C=C1)CCC(=O)O	musk
C1=CC=C(C=C1)CCC(=O)O	cinnamyl
C1=CC=C(C=C1)CCC(=O)O	fatty
C1=CC=C(C=C1)CCC(=O)O	floral
C1=CC=C(C=C1)CCC=O	almond
C1=CC=C(C=C1)CCC=O	cherry
C1=CC=C(C=C1)CCC=O	chocolate
C1=CC=C(C=C1)CCC=O	cinnamyl
C1=CC=C(C=C1)CCC=O	clove
C1=CC=C(C=C1)CCC=O	green
C1=CC=C(C=C1)CCC=O	honey
C1=CC=C(C=C1)CCC=O	hyacinth
C1=CC=C(C=C1)CCC=O	meaty
C1=CC=C(C=C1)CCC=O	musty
C1=CC=C(C=C1)CCC=O	spicy
C1=CC=C(C=C1)CCC=O	peach
C1=CC=C(C=C1)CCC=O	plum
C1=CC=C(C=C1)CCC=O	strawberry
C1=CC=C(C=C1)CCC=O	sweet
C1=CC=C(C=C1)CCC=O	fresh
C1=CC=C(C=C1)CCC=O	cortex
C1=CC=C(C=C1)CCC=O	leafy
C1=CC=C(C=C1)CCC=O	foliage
C1=CC=C(C=C1)CCC=O	balsamic
C1=CC=C(C=C1)CCC=O	storax
C1=CC=C(C=C1)CCC=O	aldehydic
C1=CC=C(C=C1)CCC=O	floral
C1=CC=C(C=C1)CCC=O	melon
C1=CC=C(C=C1)CCCC2=CC=CC=N2	fresh
C1=CC=C(C=C1)CCCC2=CC=CC=N2	weedy
C1=CC=C(C=C1)CCCC2=CC=CC=N2	cortex
C1=CC=C(C=C1)CCCC2=CC=CC=N2	nasturtium
C1=CC=C(C=C1)CCCC2=CC=CC=N2	bellpepper
C1=CC=C(C=C1)CCCC2=CC=CC=N2	vegetable
C1=CC=C(C=C1)CCCC2=CC=CC=N2	earthy
C1=CC=C(C=C1)CCCC2=CC=CC=N2	pepper
C1=CC=C(C=C1)CCCC2=CC=CC=N2	green
C1=CC=C(C=C1)CCCC2=CC=CC=N2	metallic
C1=CC=C(C=C1)CCCCCO	carnation
C1=CC=C(C=C1)CCCCCO	medicinal
C1=CC=C(C=C1)CCCCCO	floral
C1=CC=C(C=C1)CCCCCO	rose
C1=CC=C(C=C1)CCCCCO	lemon
C1=CC=C(C=C1)CCCCCO	verbena
C1=CC=C(C=C1)CCCCO	floral
C1=CC=C(C=C1)CCCCO	rose
C1=CC=C(C=C1)CCCO	balsamic
C1=CC=C(C=C1)CCCO	hyacinth
C1=CC=C(C=C1)CCCO	sweet
C1=CC=C(C=C1)CCCO	cinnamyl
C1=CC=C(C=C1)CCCO	anisic
C1=CC=C(C=C1)CCCO	fruit
C1=CC=C(C=C1)CCCO	spicy
C1=CC=C(C=C1)CCCO	floral
C1=CC=C(C=C1)CCCO	honey
C1=CC=C(C=C1)CCCOC(=O)C=CC2=CC=CC=C2	sweet
C1=CC=C(C=C1)CCCOC(=O)C=CC2=CC=CC=C2	balsamic
C1=CC=C(C=C1)CCCOC(=O)C=CC2=CC=CC=C2	spicy
C1=CC=C(C=C1)CCCOC(=O)C=CC2=CC=CC=C2	apricot
C1=CC=C(C=C1)CCCOC(=O)C=CC2=CC=CC=C2	rose
C1=CC=C(C=C1)CCCOC(=O)C=CC2=CC=CC=C2	fruity
C1=CC=C(C=C1)CCCOC(=O)CC2=CC=CC=C2	balsamic
C1=CC=C(C=C1)CCCOC(=O)CC2=CC=CC=C2	hyacinth
C1=CC=C(C=C1)CCCOC(=O)CC2=CC=CC=C2	rose
C1=CC=C(C=C1)CCCOC(=O)CC2=CC=CC=C2	green
C1=CC=C(C=C1)CCCOC(=O)CC2=CC=CC=C2	spicy
C1=CC=C(C=C1)CCCOC(=O)CC2=CC=CC=C2	floral
C1=CC=C(C=C1)CCCOC=O	sweet
C1=CC=C(C=C1)CCCOC=O	floral
C1=CC=C(C=C1)CCCOC=O	honey
C1=CC=C(C=C1)CCCOC=O	hyacinth
C1=CC=C(C=C1)CCCOC=O	cinnamyl
C1=CC=C(C=C1)CCN	fishy
C1=CC=C(C=C1)CCN	ammonical
C1=CC=C(C=C1)CCN=C=S	green
C1=CC=C(C=C1)CCN=C=S	sulfurous
C1=CC=C(C=C1)CCN=C=S	horseradish
C1=CC=C(C=C1)CCN=C=S	gooseberry
C1=CC=C(C=C1)CCN=C=S	watercress
C1=CC=C(C=C1)CCO	honey
C1=CC=C(C=C1)CCO	rose
C1=CC=C(C=C1)CCO	spice
C1=CC=C(C=C1)CCO	lilac
C1=CC=C(C=C1)CCO	floral
C1=CC=C(C=C1)CCO	dried
C1=CC=C(C=C1)CCO	rose
C1=CC=C(C=C1)CCO	sweet
C1=CC=C(C=C1)CCO	fresh
C1=CC=C(C=C1)CCO	bready
C1=CC=C(C=C1)CCO	aromatic
C1=CC=C(C=C1)CCOC(=O)C=CC2=CC=CC=C2	balsamic
C1=CC=C(C=C1)CCOC(=O)C=CC2=CC=CC=C2	rose
C1=CC=C(C=C1)CCOC(=O)C=CC2=CC=CC=C2	foliage
C1=CC=C(C=C1)CCOC(=O)C=CC2=CC=CC=C2	spicy
C1=CC=C(C=C1)CCOC(=O)C=CC2=CC=CC=C2	fruity
C1=CC=C(C=C1)CCOC(=O)C=CC2=CC=CC=C2	sweet
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2	honey
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2	balsamic
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2	floral
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2	rose
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N	floral
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N	sweet
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N	rose
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N	grape
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N	orange
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N	orris
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N	honey
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O	balsamic
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O	carnation
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O	hyacinth
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O	rose
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O	floral
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O	sweet
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O	spicy
C1=CC=C(C=C1)CCOC(=O)C2=CC=CO2	honey
C1=CC=C(C=C1)CCOC(=O)C2=CC=CO2	rose
C1=CC=C(C=C1)CCOC(=O)C2=CC=CO2	musty
C1=CC=C(C=C1)CCOC(=O)C2=CC=CO2	mushroom
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2	apricot
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2	hyacinth
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2	rose
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2	sweet
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2	floral
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2	honey
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2	balsamic
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2	green
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2	powdery
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2	cinnamyl
C1=CC=C(C=C1)CCOC(=O)CCO	floral
C1=CC=C(C=C1)CCOC(=O)CCO	sweet
C1=CC=C(C=C1)CCOC(=O)CCO	rose
C1=CC=C(C=C1)CCOC=O	green
C1=CC=C(C=C1)CCOC=O	herbaceous
C1=CC=C(C=C1)CCOC=O	rose
C1=CC=C(C=C1)CCOC=O	hyacinth
C1=CC=C(C=C1)CCOC=O	watercress
C1=CC=C(C=C1)CCOC=O	herbaceous
C1=CC=C(C=C1)CCOC=O	floral
C1=CC=C(C=C1)CCOCC=O	hyacinth
C1=CC=C(C=C1)CCOCC=O	green
C1=CC=C(C=C1)CCOCC=O	rose
C1=CC=C(C=C1)CCS	camphoraceous
C1=CC=C(C=C1)CCS	rubbery
C1=CC=C(C=C1)CCS	sulfurous
C1=CC=C(C=C1)CN=C=S	cabbage
C1=CC=C(C=C1)CN=C=S	medicinal
C1=CC=C(C=C1)CN=C=S	horseradish
C1=CC=C(C=C1)CN=C=S	oily
C1=CC=C(C=C1)CN=C=S	watercress
C1=CC=C(C=C1)CN=C=S	dusty
C1=CC=C(C=C1)CO	berry
C1=CC=C(C=C1)CO	cherry
C1=CC=C(C=C1)CO	grapefruit
C1=CC=C(C=C1)CO	citrus
C1=CC=C(C=C1)CO	walnut
C1=CC=C(C=C1)CO	sweet
C1=CC=C(C=C1)CO	rose
C1=CC=C(C=C1)CO	floral
C1=CC=C(C=C1)CO	phenolic
C1=CC=C(C=C1)CO	balsamic
C1=CC=C(C=C1)CO	chemical
C1=CC=C(C=C1)CO	aromatic
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	apricot
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	cherry
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	chocolate
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	floral
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	peach
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	pineapple
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	sweet
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	balsamic
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	fruity
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	spicy
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	powdery
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	coumarinic
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	almond
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	cheese
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	cherry
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	floral
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	pineapple
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	strawberry
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	sweet
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	balsamic
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	oily
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	herbaceous
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	fruity
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	aromatic
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	powdery
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	pleasant
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2N	floral
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2N	grapefruit
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2N	lily
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2N	muguet
